sentiment,text 
0,hate public transport stood wait half hour bu didnt show luckili got lift work
0,hate shit strirrer
0,cold lt fun
0,awesom leav dont forget aboot shit load beer safe later
1,told u much like u day
0,drive home amp leav show middl back soon
0,take mom hospit hope alright
0,abl get thru ticketmast get ac dc ticket wtf
0,havent twitter long ive busi much everyth sleep time note self twitter more
0,day bed feel today
0,moment think need sleep total want work someth believ think ever
1,good night hehe almost time get homegirl come home sleep im damn sleepi
1,nice day
0,hay fever final got ick
1,make happi
1,make littl heart smile
0,never call gt lt come psh yeah right swear go get im angel devil
0,abl stay whole night go back camp miss
0,headach
0,headach kill especi tri studi sol
0,headach suck ass
0,headphon broke happi
1,hehe lizzi gibson ledg cant wait see week xxx
1,hello name nadia addict twitter
0,mad
1,hey im back haha
1,hey ya peac followfriday pleas want follow give messag follow crizzyx thank
0,hi papa go bocc cuz backo wacko
1,hihooo think gonna granda hous haha til late minut
1,hmm life pretti good late quit content
0,possibl get withdraw symptom person
1,much better
1,face scalp cat ear still attach
0,realli sad
0,sad
1,tri make song watch ellen degener show
0,worri mom
1,beer sparki water alcohol
0,broke awe sad
0,get harder time leav abl get goodnight sleep sinc miss
0,work pictur thing upset see enlarg
0,make sad
0,seem summer come end
0,wink gt lt
0,still wont let log know user thier co anth sent friend request
0,meet guy mayb next time come watti go
0,would appear garmin rupert quot lost quot data last run today race upload garmin connect
0,clock parent still home ditch think depress lol
0,alreadi h readi fall
1,old jeremi enigk night return frog queen unit state leland ost love enigk
1,castiel angl
0,cold semi raini
0,come
1,follow friday
1,go good day ye sir goooooooooooooooooood day
1,loud
0,gonna good day tomorrow
0,sad day today hav noth except stupid summer school work
0,wasnt honour swear life im blond pleas take piti
0,bitten bitey thing leg itch like fuck
0,ime youu
0,miss true jonasbroth
0,tri get husband tweet adam poor kathleen lol got quot hey quot though haha
1,work much back hurt ouch
0,got work hr want leav parti
0,gotta stop eat someon take food away pleas
0,bad day top deal messi neighborhood children wish live back countri
1,good day
1,ive nbeem drink hourst
0,seen episod time turn
0,want allison win america next top model sinc begin gosh
1,jajajaja mean quot way quot gt lt
0,jay leno last show
0,jay last show minut
0,jb toronto soundcheck
0,jeep break put sale person buy run perfect drive wtf
0,jive mad aint get tew c da game gud doe make sat man holetim new da laker gon fri sum shit ll
0,home trip alberta sooo tire long drive home
0,homeless man got arrest everi reason go give excus releas wish gaul
0,hope well kill hannah camp
0,hope momma okay
0,hope happen real life
0,hope niceonkey
0,hors finish tire eurovis runaway leader took away tension
0,hospit sukk
1,hot must say
0,find somewair live next year hard work
0,egg bake morn
0,much cri one person realli mean come go work sniffili puffi eye fault
0,solv thing
0,r u todaii
0,sad phone dead charger ugh
0,duck suppos write art histori word someth hardli see
1,tell son gay pic http digg com tppb
0,hoy ha sido un buen need support
0,http bit ly k lxe look happi
1,http bit ly yjq read peak hot
0,http psychcentr com maniaquiz htm good thing trust onlin quizz
0,http screen delaend net ea fd dd af f aa c png textmat enough memori got gb ram hmm
0,miss church stupid backward sleep habit
1,lt bobbi
0,accident slam door one toe caus thought foot bleed stop
1,ador leather corset
1,agre oasisstasi http ff im dojm
0,alreadi said goodby besti adrianacoffey monicaramo verooperez amp paulettecolberg la amo miss ili
0,alway hope true
0,alway lose matter nice
1,bore
0,gonna miss sam bradley concert l one day earlier damn
0,certifi http bit ly rkidd
0,sick poorli month stomach problem fed
0,drain wish ami home
0,sunburnt hurt
0,still uber sick lol feverish lab today lab report bare progress fml
0,wu day
0,thoroughli disappoint penni leonard still togeth penni broke heart one sentenc
1,say yashawini success woman
1,cool
1,believ love imaginari world nightnight world send love
1,bet pitx oh follow fxxxmylif
1,bought torchwood book yesterday nearli dr one kid bit friend laugh
1,hello summer listenin nevershoutnev make feel summeri lunch time
1,hello twitter th updat wooohooo
0,help dont know wear tomorrow nite pink ladi jacket that idea els
1,keeper sure cuz boi even got smilin n sleep wow
1,hey im bore sinc im wate cliar go gran thought would twitter lol
0,hey easi
0,hey u guy r im go canada today unhappi reason
0,hit someon run red light car total thank god headach amp noth
1,hmm realli like song summer ep lt nsn
0,holi shit
0,home away home watch everi day week
1,home friend aha great parti
0,home ninja weekend miss dearli best spent ticket
0,homework
0,homework uggh
1,honorari hollywood mom mafia bostonmama petitemommi blissnin momsquadblog mom twitterpar momsofamerica followfriday
0,hope get better soon missjeffreestar
0,hope make next year parad ye one
1,beauti princ oh good
0,make headach go away
0,ignor theyr onlin god want friend back
1,love sun power
0,lame want scranton shirt bad take photo tim wear dm picnic shirt togeth
1,much love stop grab bite road walk summertim came lt
1,everybodi finna go appl
0,http bit ly misvv pleas find ok stand tear ryri apart
1,http www inimacopiilor ro campani campani php pt copii
0,hubbi went pick fring comic today store work store busi comix houston web
0,hungri indecis
1,also like night hibern
0,burnt crisp sunburn suck
0,regret get film develop rip
0,
0,worri
0,wiv achey head
0,away feel terribl friend get yell
0,beeeeen sayin last day heffer lol lol next time forsur u nessb graduat year
1,call
0,came home didnt anyon tell day
0,think one way get stupid loop shitti mood wanna
0,cannot print ubuntu samsung printer someth call splix suck time
0,cant believ
0,block peopl anymor wrong
0,drive school decemb even though eighteen alreadi except
0,joe stella stop cute know disney tempt forbidden fruit
0,jon amp kate plu monday might make realli sad stay togeth kidssssssss
0,jona brother concert movi th may go school interview see sat hope
1,jona brother cant wait
1,josh groban music happi place
0,jst receiv sm profound word rm last guy date thx chigo
1,ju chillen homi west sieedahh
0,taken pet shop staceynoir tarantula mini crocodil ah quit scare want beard dragon
0,bust head friend windshield hurt
0,came back memori friend around turn sad right rip tom
0,drop boi airport feel though l word come resist
1,finish write australia put lifesaclimb accomplish
0,found get hear soldier anoth week
0,found quot play play quot grand daddi die rip william watson thank memori
1,get new cloth thx mom
1,got notebook similar moleskin look forward purchas one hong kong summer
1,got home wow actual fun
0,got serv small mind jerk much funni
1,happi tweet
0,like thought everyon busi alreadi depend lyss
0,like
0,pass go favorit bar favorit peopl hurt bad ott
0,realli upset drunk
0,tanlin basketbal sock tanlin ftl
1,sat wit si lookin twitter x
1,seen frog sidewalk
1,soak hot spring pagosa nice
1,start twitter xd
0,tri help
0,walk boyfriend tri hang okay
0,watch farrah facett stori feel terribl
0,weigh self still kilo damn bodi gain fat
0,woke
0,karin rubi quot former olymp snowboard champion die quot http bit ly ukrbg
0,karli bb fifian
0,killer headach today half good half bad could use good news
1,kri lundberg speak int l virginia woolf confer today pm come lincoln center support w th st
0,kyokyo chan real yukyosukuji lt
0,last day holiday wanna cri http tinyurl com
0,last day holiday wanna cri http tinyurl com q
0,last day school
0,last day summer uniform hate winter got lock side locker today cool teacher like r book
0,broke microphon
0,burn toung
0,burn quesadilla
0,believ get sick first week school day outta ugh hope get better soon
0,cant believ
0,cant fall asleep
0,find pistachio ice cream store
0,cant go miley cyru tour would wed
0,cant go work mean hour less tear
0,cant guy comput got taken away mom phone
0,play spymast anymor page keep load without ever actual sad wtf
0,cant see anyth im spain cant see isnt fair
1,stand ravenna tonight realli nice
0,cant stop sad
0,stop cri horribl husband put know feel like drive away help
1,wait jdm rsxi readi race badass chick yall aint readi
0,cant wait shower dust bodi room argh
0,wait hubbi littl one come home
0,cant watch skin mum loungeroom wont leav
0,cantt sleep averi tweet mom phone
0,chang mind
0,could movi right someon
1,could cri nice danni voic sound radio one l
0,eat strawberri ice cream tummi hurt
0,go tower record buy line vine tri time
0,help
0,couldv e taken class ryan feng sad aw well ima learn mike song toni tran thassright peopl
0,cut like differ place sucki much
1,dare ask like
0,like way awaken today
0,didnt expect niqht end earli
0,didnt go shop go burbank
0,know
0,want justin go sam ever get elimin gt lt masterchef
0,dislik immens lol fact spell immens thank lauren haha
0,even know
0,dont feel great head gonna explod
0,feel good wth
0,dont feel good
0,decent look one want wear mine look like big dork
0,dont lunch money
0,gut
0,dont know fring braidi thing
0,know problem
0,know
0,like clean
0,dont like peopl dont text back tim
0,think call quot prize win quot
0,think wrong matter nobodi say realli want da bread want pancak want waist da food
